device_id,device_ip,device_serial,device_manufacturer,asset_id,org_country,device_class_id,num_interfaces,num_events
2925,144.177.59.1,5d3c935f-c55a-4b03-8396-9d229b278aee,Wilson Ltd,47,Australia,41,10,9
2926,108.208.16.29,f303a7ca-0384-4ba5-8e07-eeb0b8b54c01,Cohen-Chambers,174,Germany,18,10,10
2927,47.193.6.134,0e34d658-b421-4e95-98f6-1fceab2c0f34,Johnson-Harrison,160,Thailand,23,10,11
2928,131.25.100.196,6d68b481-f6bf-43d8-a92d-3a58290258c4,Potts-White,28,USA,18,10,7
2929,78.46.73.235,1bcfea6e-f742-43df-8328-3583c2f8fc4c,Gray-Mccormick,52,USA,10,10,10
2930,164.100.41.171,3e51d72e-ad85-4363-b290-56f3370a072f,"Martin, Cook and Holt",90,USA,40,10,10
2931,36.27.6.53,75fde95b-f9f1-4400-8239-1b26947487db,Russell-Farrell,182,Malaysia,36,10,13
2932,81.106.25.166,bb282fdd-5cef-4fa2-9ed3-23d54a91d5e5,Thornton Ltd,85,Canada,49,10,7
2933,188.127.64.76,01bbf2db-137e-4c14-be56-e284942c8be1,Goodwin-Hanson,15,Malaysia,47,10,11
2934,213.163.218.80,d3b7052a-c803-47a4-9fdd-c1757d42e8d5,"Anderson, Perry and Acosta",194,Mexico,7,10,16
2935,108.45.192.75,4af56f8e-0b87-4680-a91a-271576d3eb87,Miller Group,164,South Africa,25,10,11
2936,48.61.0.135,36af1240-e021-4c92-bd8c-468753da2f04,King LLC,12,Spain,6,10,6
2937,8.58.14.60,20fc8dca-b31d-4e09-a010-f7cff1ac1651,"Olsen, Scott and Hernandez",95,Malaysia,2,10,11
2938,161.45.190.181,beadfb0e-9af7-4df7-8ffc-fc53271f3cc2,"Snyder, Davis and Montgomery",126,USA,30,10,10
2939,34.226.141.61,840b5ba6-80d2-4475-84be-f083e77f12f5,Rosales-Anderson,145,Canada,37,10,10
2940,35.18.37.172,f000995e-dbce-4b77-aea0-2fa589413de1,Shelton LLC,160,Thailand,33,10,6
2941,218.192.156.153,f349b6c5-bb07-4b0c-acd1-874e7b07dfc0,Young-Rivera,18,UAE,39,10,11
2942,219.93.201.136,0459d527-1857-479c-a504-6778b8ebdf00,Jimenez-Hines,144,Germany,14,10,10
2943,180.253.29.161,e048c9ab-2d7f-4dc4-b24c-03e1856aa30c,"Hess, Gardner and Jones",8,New Zealand,32,10,14
2944,28.167.59.158,4111129a-565c-4fc9-bc90-85969c243f7b,"Bullock, Mckenzie and Anderson",4,United Kingdom,40,10,8
2945,134.223.9.60,b170f409-d064-4795-b0e9-a4d7f40edb1f,Henry Ltd,64,United Kingdom,34,10,6
2946,157.125.169.229,1648d470-b95d-4606-b932-54d0e4657d80,Haney-Padilla,16,Iceland,2,10,11
2947,81.39.42.89,17b1d4e6-783d-4b05-b776-dae1bc288a03,"Adkins, Smith and Townsend",92,Australia,19,10,20
2948,41.149.122.187,0965329d-1615-4dd9-9343-682063992784,Murphy-Diaz,55,Canada,50,10,8
2949,190.124.228.195,f6423090-f289-4f5c-b38f-70563ad26daa,Robinson-Fuller,62,Australia,24,10,13
2950,21.241.198.14,baa1d2bf-fe99-41aa-8363-e9439fe1f6a7,Smith PLC,197,Kenya,34,10,13
2951,131.165.66.224,2a4b0514-9484-48c6-89a0-af14f1001c42,Schmitt-Ryan,92,Australia,42,10,6
2952,40.105.76.66,e461f771-eea4-4f44-a7ad-ffbc2ff98c06,"Perry, Williams and Richardson",151,Spain,24,10,6
2953,179.233.130.51,46b23b6f-5a33-45e1-932d-4014d475d635,Benitez LLC,6,Australia,10,10,8
2954,86.149.102.233,d7f41c37-82b0-45b3-bb85-be6a21e92683,"Patterson, Le and Hicks",28,USA,31,10,9
2955,72.200.82.144,0b6ea604-e06a-4583-9345-43badede112d,Long-Miller,4,United Kingdom,21,10,11
2956,20.79.118.193,db696d4f-b203-4b39-9b2e-ba2669ea3fa4,"Larson, Terrell and Cooper",77,United Kingdom,24,10,11
2957,196.65.141.173,6ab20c6a-187a-479e-a4bd-29c031ffb9ff,Adkins LLC,62,Australia,19,10,13
2958,146.202.89.128,2c539fcf-e879-4691-b806-ecce55010074,"Clay, Johnson and Osborne",107,United Kingdom,37,10,11
2959,31.240.32.38,528c5f93-3432-4a4d-9345-3dc58295d328,"Hoffman, Lopez and White",34,Mexico,14,10,10
2960,38.162.137.27,b53459f1-20a5-4cca-a1b4-c244987fbb7c,Phillips Group,126,USA,7,10,7
2961,107.146.169.217,2a828cb5-2e74-4bdb-9c96-80e623fd2104,Brewer Inc,129,USA,4,10,12
2962,220.9.228.50,786c9932-6274-4057-806c-57fad759b973,"Davis, James and Gardner",56,Netherlands,25,10,7
2963,52.4.72.9,71b65405-99f5-4022-bee6-33481d70a8c6,Wall-Harrington,30,South Korea,49,10,9
2964,135.47.36.139,12fd55e6-dcb3-4065-b364-6b65f7f40b60,Garcia-Reese,120,USA,50,10,5
2965,82.82.73.220,4876de00-c6c6-4a82-89d4-de39e5addfbe,"Sanders, Thompson and Pitts",191,Mexico,19,10,8
2966,152.250.183.70,af3bec93-d9d0-49b9-bb11-383d455b1663,Fowler-Scott,131,Germany,40,10,16
2967,24.219.86.191,5ad14a03-d4de-49db-b7ba-1152b7f277e9,"Holder, Turner and Alexander",191,Mexico,8,10,5
2968,84.121.186.83,939833c0-fa74-4aaf-a5b4-24826a29cb73,"Wyatt, Miller and Valdez",174,Germany,10,10,8
2969,68.218.179.178,2d6a8dfb-ec17-415c-81b2-bdb0a3ecc216,Ortiz-Webster,110,India,21,10,15
2970,18.90.24.129,837fec66-9498-4128-9604-2c98a1bc99bb,Andrews Inc,69,Nigeria,18,10,11
2971,99.148.251.27,7b8ce457-4232-440f-b6ef-f2c3c1690d32,"Duncan, Cooper and Werner",97,Japan,15,10,10
2972,99.253.95.46,f5455647-6534-4901-bd05-c56129a2c4f9,Moran Ltd,95,Malaysia,19,10,8
2973,118.161.1.141,1ec8968b-a4a6-4c87-8592-5e10918bf619,Carey-Kelly,95,Malaysia,40,10,11
2974,199.141.87.110,4b8b6115-9f73-4e2c-8d7d-a1da818061c4,Fischer-Black,99,Hong Kong,39,10,9
2975,118.11.103.200,abdaed6a-df1c-4b2d-b598-bdc5bf39d988,Bryant Ltd,137,USA,15,10,7
2976,128.74.172.232,af26f314-c354-439a-9c26-c11e5d868a09,Walker LLC,144,Germany,5,10,11
2977,215.207.141.132,0e64a186-1479-42c4-b196-d25da5a6f7f4,Myers-Glover,34,Mexico,15,10,14
2978,70.135.98.64,b42e334e-317b-4171-9d9c-6e2ba4a7a679,"Trujillo, Jackson and Sanders",19,USA,3,10,7
2979,76.83.42.245,ac7878ee-62af-40da-b4b9-548b88dd0584,Garcia Ltd,42,USA,14,10,6
2980,106.218.157.3,0e7ccad8-62d3-4efb-8c15-78c58fc607ff,Bailey Inc,15,Malaysia,23,10,14
2981,49.177.212.71,f6edd05c-e187-4678-9118-ceb65e839a1a,Thomas and Sons,132,Qatar,19,10,9
2982,174.187.25.20,2acd878a-bd7d-4a8f-8bd0-defdace4f73b,Benitez-Martinez,33,USA,24,10,12
2983,196.133.101.133,4c72b2d6-b3e5-4d50-8efd-f01f248d9059,"Fischer, Anderson and Shelton",38,Spain,9,10,10
2984,97.85.17.136,d297a081-4773-42dc-8b5f-20e2131a7031,Johnson-Washington,123,USA,37,10,8
2985,209.93.9.172,2750e0fe-4c75-42c0-95cf-9712e746d201,"Kim, Anderson and Moore",65,Australia,32,10,4
2986,198.232.81.31,c31de138-0bbc-458e-9158-ab324a11f1b2,Palmer-Foster,198,USA,19,10,12
2987,218.128.155.72,b86127a4-d746-4063-a371-606b4f2e2a98,"Graham, Simpson and Martinez",104,Canada,27,10,7
2988,96.108.241.195,3fcbf682-8ba5-49a3-afb4-5feac044bcbe,"Bautista, Scott and Thompson",80,United Kingdom,3,10,12
2989,12.150.171.89,e9098900-7dff-4d5b-9aa3-2e414fd63c0b,"Lloyd, Martin and Scott",51,UAE,29,10,14
2990,208.208.153.37,d7b5b361-946a-4e09-af32-a1792a0e0b51,Gonzalez-Romero,81,United Kingdom,43,10,15
2991,106.45.181.125,b2096ff6-f08a-4de9-82c2-187d5d9d59ba,Davis Ltd,38,Spain,35,10,6
2992,45.10.74.24,a2f239a8-d926-4366-ae45-9b6ce23a42f4,Newman and Sons,119,New Zealand,22,10,12
2993,7.219.146.254,3ee21d2f-f26f-4d8e-8d73-ec11e7256bd3,Johnson and Sons,84,Germany,28,10,13
2994,205.215.50.215,a3a6ab56-434d-48e4-b6cc-efc14663df61,Nichols PLC,134,UAE,18,10,5
2995,158.63.196.4,1d69782f-d030-478d-a620-e8d315b6fd56,Bauer and Sons,142,Canada,1,10,8
2996,22.46.175.139,e2c9d7fb-4ba3-4904-880b-adb40a510de6,Ali LLC,1,Germany,9,10,5
2997,178.248.125.39,70727649-66a9-4f65-804a-5a836c6b1188,Rowe-Dyer,103,Singapore,21,10,9
2998,194.219.227.139,30a3715b-c7f4-4d1c-84e3-e085d680b551,"Gomez, Harris and Vang",191,Mexico,29,10,16
2999,190.99.62.3,28b14eb3-603c-4956-b352-80d81a04f686,"Kennedy, Gray and Arnold",48,Qatar,49,10,9
3000,47.52.163.119,1bc57719-5267-40eb-a9bd-434c98fcbee8,"Peterson, Black and Cole",42,USA,46,10,10
3001,48.197.101.182,08c1ee57-494e-49f0-afc7-7dae671584c9,Macias-Blackwell,120,USA,1,10,11
3002,56.160.187.167,2e2fd7b3-9651-486c-a260-d989525e5e41,Wallace-Garcia,171,Australia,2,10,14
3003,187.73.31.44,32c7151c-8ec7-4413-bea3-04ea3b78b03c,Burton-Bell,76,Singapore,11,10,10
3004,41.66.24.148,d7f30717-9dd3-4c07-ba7e-0af9e3136bc0,Mckinney-Johnson,55,Canada,13,10,7
3005,143.162.209.21,02063d38-bde7-4716-80a0-932cc3f09971,"Davidson, Leonard and Sherman",27,USA,10,10,6
3006,196.173.51.113,36c39f74-3695-40df-82e4-c90565fd6f1f,Baker-Miller,129,USA,11,10,7
3007,214.251.167.221,7069f773-29b2-4f90-82df-7b4f1864f6de,Barnett and Sons,1,Germany,18,10,9
3008,47.40.173.146,80bc2317-ed5c-43e1-946d-ab39e2487c77,Bell LLC,178,USA,20,10,5
3009,35.173.223.98,e8bd38c3-4cc5-4455-b7d0-34b4800e75c5,"Diaz, Solomon and Hicks",1,Germany,23,10,11
3010,223.12.180.206,555e8e50-da2b-48f2-ad03-4c95989db75e,Crawford-Gates,129,USA,12,10,13
3011,30.240.150.66,784ff554-d021-405a-862d-8c004de59b11,"Moore, Johnson and Little",193,Canada,40,10,10
3012,65.113.71.35,cf480056-883b-47b5-9dc0-6331192efd2e,Rogers Ltd,2,Iceland,44,10,9
3013,119.160.36.245,a35fe752-dd2b-4efb-9fb6-dc460a39f62c,Allen PLC,2,Iceland,34,10,9
3014,75.194.8.102,9bf70ebb-b448-400d-9f64-e736f46b8334,Collins-Arias,4,United Kingdom,2,10,8
3015,103.232.105.56,df2ed3d4-7fba-48e1-8406-9c8a240c1df3,Hernandez Inc,176,Canada,34,10,9
3016,75.179.75.94,86689dc1-b881-45ff-bc74-ea1d3d31c539,"Schmidt, Diaz and Lawson",21,Spain,9,10,8
3017,80.161.138.25,5b74dc42-0e42-4df3-9eb8-bfa8b23f6510,Avery-Ibarra,153,South Africa,7,10,7
3018,8.153.46.193,bf329299-eac5-4aef-afeb-5ceecd5c3522,Jensen and Sons,6,Australia,27,10,7
3019,22.152.147.52,f07d3310-599f-4b42-8934-f4c5e70119d0,Jones-Freeman,115,USA,39,10,6
3020,18.122.124.146,bb93d19d-bff8-4cad-8f60-e166fcea3171,Miller-Morgan,167,Saudi Arabia,40,10,7
3021,20.37.165.78,d2dfe7c7-5183-4bd0-8373-65165bd41311,Arnold-Moore,122,Chile,40,10,6
3022,94.88.7.114,a275e8b8-efab-46f3-984a-e6eba3632d32,Lang Ltd,164,South Africa,49,10,8
3023,151.136.91.96,a056f1ed-26ec-44f8-a1fc-48f35c89d5b0,"Nelson, Miller and Levine",58,Australia,46,10,8
3024,3.234.188.157,23ef047c-1c8e-4509-8d20-8fdc18526e7e,Bell Group,1,Germany,18,10,6
3025,65.163.15.79,7afc74ab-16ba-4934-9e38-c5d878dbd3cc,"Norris, Guzman and Henry",144,Germany,40,10,12
3026,106.192.175.235,11202094-0c0b-4737-8cb1-662f770a7c25,"Abbott, Wilson and Parsons",96,South Korea,25,10,8
3027,155.71.3.125,e8ed4f75-6aba-48fb-a575-66315f15be90,"Ferguson, Lopez and Wilson",197,Kenya,49,10,12
3028,172.239.104.183,c4d13125-4742-4d7b-98a3-560ca0db61ca,Mcdonald and Sons,186,Hong Kong,35,10,7
3029,13.99.153.35,66d32e04-998c-4b70-a0b8-36d7c20317b6,Chang Group,139,USA,42,10,8
3030,120.255.208.20,e064c17a-66be-4555-8ecb-dd7bfa5fe5bc,Henry-Burnett,189,Norway,29,10,8
3031,23.175.52.246,f5de6ab9-92f5-459d-bdfb-86c8db818dd9,"Day, Nelson and Smith",56,Netherlands,13,10,8
3032,82.252.213.50,1e00f1f5-4675-4637-82cb-9c1b850fa832,Robinson and Sons,4,United Kingdom,5,10,12
3033,109.227.245.44,ce5528f5-71f3-40f5-8f22-423413fb1280,Higgins-Walker,39,Nigeria,23,10,12
3034,119.148.28.17,2625ae7b-f5fc-4062-b338-384bec3231d5,Graves Ltd,191,Mexico,28,10,7
3035,133.206.9.107,fac1576b-5e99-4145-8ee8-f82cbfa97653,Shepard-Blackwell,40,USA,5,10,10
3036,129.211.163.170,4acf8612-1f09-48f8-9fe9-67c8e50b1659,"Ward, Long and Huang",173,Germany,14,10,16
3037,93.30.14.214,db74711a-706b-4ef3-a94a-b7d048c74b23,"Smith, Williams and Hurst",69,Nigeria,5,10,8
3038,133.32.120.130,252da8bb-8caa-4fdf-89b7-a22f74db920d,"Harmon, Sanders and Armstrong",193,Canada,29,10,12
3039,143.244.52.219,ca4577ae-a4dc-44cd-a140-9e0927260819,"Giles, Jordan and Hartman",79,India,39,10,6
3040,86.22.244.83,48ac4737-f5d0-4a38-93a8-ad0eb755c126,Stanley and Sons,120,USA,15,10,8
3041,121.112.200.233,34ace18a-1cb5-4cf4-902d-80098ba96a04,"Lyons, Watson and Lutz",105,Nigeria,14,10,11
3042,152.249.92.61,f786b229-2a3f-493e-9e5a-debb55119e83,"Stevens, Miller and Adams",70,Germany,47,10,14
3043,80.84.203.170,652a00c4-f202-4e0b-9b7a-89176ed2896f,Perry-Lee,71,USA,16,10,4
3044,123.160.131.157,e9b37ef2-37d2-4849-91e8-da3f9165a836,Tucker-Medina,96,South Korea,12,10,12
3045,95.184.2.172,587d6090-5b61-4f7b-82a5-dc4f6046c5f6,Wright and Sons,26,Belgium,28,10,4
3046,170.195.226.166,fb4a595e-4c88-4517-93a3-e9a706678fd8,Mcdaniel-Curtis,70,Germany,12,10,8
3047,89.253.20.85,009dafd6-3226-41c0-98d2-ee75c38b6829,Fleming Inc,86,Netherlands,14,10,8
3048,25.28.106.199,e625a940-61dc-4e80-bad1-a1a254b37a28,"Jackson, Mcgee and Morgan",120,USA,36,10,10
3049,200.157.182.238,16989f3f-effd-4b54-a797-2b95719eebd1,"Brown, Lawrence and Shaw",6,Australia,45,10,8
3050,120.101.15.131,898fa90c-4e9b-4a74-abb1-f82530bf0507,Knight Group,138,USA,30,10,8
3051,126.67.189.9,5c1e042e-7d3d-4290-946f-ecfa3f5e6824,"West, Martin and Barnes",1,Germany,6,10,9
3052,201.122.228.100,7eeaba85-bbaa-45a1-ba82-5486811f1630,Ryan-Thomas,36,UAE,1,10,10
3053,34.211.240.179,246e9a07-5397-4fe4-bc23-db76f2dccb73,Hancock-Escobar,181,USA,6,10,13
3054,109.185.195.106,5b966e19-87eb-4086-be1b-38d1eb4140d4,"Lozano, Terry and Garrison",28,USA,3,10,6
3055,134.241.166.32,a72c5440-7272-4faf-9638-5a19230abef0,Cameron-Mcbride,57,New Zealand,17,10,11
3056,165.69.37.195,4f8237a7-7e8f-4e06-8c8e-15509904378f,"Wall, Trujillo and Rios",136,United Kingdom,41,10,10
3057,189.156.49.208,f2e61f31-abd8-4586-a1c3-2a5715652627,"Sawyer, Snyder and Powell",96,South Korea,10,10,8
3058,104.60.210.26,3db638b1-75d2-461d-a4e6-30fd73f5705f,Miller-Perez,73,USA,38,10,11
3059,182.240.211.138,836bcbcc-6e0c-41c4-aa48-f66159a01974,Bowers-Singh,106,USA,42,10,10
3060,35.97.17.55,4b34005e-981e-477e-b2ca-0be2e7f399be,Wells Ltd,69,Nigeria,46,10,13
3061,190.146.235.222,83f24c44-908b-4637-b645-fd75715b1ed5,Mcdowell-Spence,110,India,43,10,8
3062,76.235.85.226,6106dd3e-a616-43d8-bd9b-cd55d8dd47cb,"Johnson, Phillips and Anderson",187,Australia,35,10,10
3063,177.49.52.234,860cf369-d6ec-45bb-a54d-ab2aef2f89a2,Schaefer-Erickson,127,France,33,10,5
3064,177.194.174.169,3323ab15-9135-4153-b6b8-aedb65c8b713,"Clayton, Mason and Mason",146,USA,25,10,9
3065,167.184.247.48,d3e5ed14-8393-499b-816e-ae7d515f38b1,"Martin, Lamb and Hampton",122,Chile,24,10,10
3066,205.56.47.85,a8ea4923-c5c9-4337-a966-3f75cbc6ff90,"Burke, Moore and Garrett",3,Italy,11,10,9
3067,43.1.228.218,e2df166c-dd77-4c7d-a3fc-79caac63a1d5,Jenkins-Martin,66,Switzerland,28,10,17
3068,41.195.76.43,9d4e552c-39bc-4565-adfe-29c36715b31b,Davis-Davis,72,Chile,36,10,13
3069,8.122.44.238,251898c7-8bf7-4a47-bedf-ed6ce0ac1b39,"Arnold, Jenkins and Bean",194,Mexico,45,10,8
3070,102.167.108.139,d1457e8d-1ff8-45da-b23e-1f5a9b8223f8,Hamilton-Hunt,99,Hong Kong,41,10,6
3071,208.25.4.204,b802e59e-562f-4213-bd01-150e5b95e748,Mccall and Sons,141,Thailand,46,10,8
3072,161.13.114.129,fbeb894f-e66e-4a70-bd53-340069ba7444,Santiago Inc,157,UAE,37,10,10
3073,107.251.161.24,6ef3ee6f-e55c-43a1-b21f-0fba3d801ab7,"Rivera, Mccall and Stewart",159,USA,6,10,6
3074,104.111.231.26,d9d270c3-a5a3-4da4-848f-0686dde450b9,Holloway Group,80,United Kingdom,29,10,11
3075,141.62.130.243,931b2552-9e4d-4d9e-a439-93de40954aef,"Sellers, Obrien and Chambers",160,Thailand,4,10,11
3076,79.252.136.158,96ee3942-09d5-450d-9ede-2d613c9cd155,"Allen, Williams and Carroll",170,France,45,10,10
3077,56.82.157.134,0aa4e2aa-ffae-4443-9c1c-ab8fa405ab61,"Johnson, Perez and Wilson",100,Malaysia,48,10,9
3078,88.33.144.102,f8b5a532-67b0-4d0e-9cf6-b3afcac8d889,"Brewer, Garrett and Brewer",9,New Zealand,42,10,13
3079,94.91.235.37,f9d1c81f-5f2b-404a-a6e0-bf865a4cd3f5,Bennett Group,115,USA,16,10,9
3080,134.204.66.159,c0281d4b-a89a-48a4-8bfa-978f3f22b33e,"Vega, Allen and Farrell",26,Belgium,8,10,12
3081,50.245.252.208,0364f939-d2cb-4aed-ad3a-29b6c14097cd,Mcdaniel-Lang,125,Hong Kong,21,10,8
3082,223.53.199.152,2514849e-d4e0-45b2-a861-2dcffe10641c,"Howard, Little and Stephens",50,Canada,29,10,13
3083,95.132.39.174,ae64630f-e0a7-4dca-b13f-984b831db6d8,"Garner, Gibson and Johnson",28,USA,43,10,12
3084,132.182.194.211,13f1e7f8-6dcb-4450-8a8d-a18fece2f6e6,"Villa, Davis and Shah",179,Nigeria,26,10,14
3085,32.208.177.214,e8a241b9-480f-449b-80f9-17e5f53e6cb2,Barnes-Johnson,108,India,36,10,10
3086,59.124.69.35,9bd474bb-5322-4268-a3c2-7782169c0e34,Johnson PLC,10,Saudi Arabia,13,10,6
3087,120.103.203.60,c815d4e0-69c8-4373-b430-2a5d95e4613b,Kelly-Ramirez,32,USA,47,10,11
3088,171.246.113.211,3fe8f69a-85c8-4c9c-a12c-d060b52226bd,Chan-Mooney,180,USA,12,10,14
3089,107.207.62.229,b5f0842e-6d2f-466d-b9be-418210fd54ea,"Cross, Kennedy and Andrade",17,USA,17,10,11
3090,187.96.213.7,54c76ca4-7c2c-445a-bbe2-42361e518217,"Clark, Watkins and Trevino",81,United Kingdom,42,10,9
3091,147.84.200.52,edf41c48-4fcb-4844-8ed0-9ce45d948c7c,"Williams, French and Jones",110,India,7,10,12
3092,173.43.171.173,6fa7c007-e132-4c69-a521-b7c5bfbaa6b5,Martin Ltd,12,Spain,21,10,8
3093,106.59.205.37,768aaee7-3a4d-4847-94b3-4865d4802a29,Novak Ltd,78,Singapore,31,10,18
3094,32.41.227.150,9b971f95-c4f5-4575-9d3d-75a9cd60b27d,Oliver-Kelly,112,Switzerland,49,10,8
3095,123.6.142.224,97571ff0-2ed5-4a59-bf6a-63b8dbb51d42,"Adams, Alvarado and Little",184,Germany,20,10,12
3096,99.39.114.232,3ab1a4f0-60ae-4225-9e18-03e7a9dc25c6,"Martinez, Robinson and Guzman",53,USA,27,10,7
3097,58.253.64.169,005c097d-fe06-40a5-b036-efb31c45d2ca,Mcpherson and Sons,160,Thailand,11,10,8
3098,34.221.137.34,cb94bef4-12c6-4f8b-9556-ab09be4917ef,Martinez-Woods,24,New Zealand,2,10,8
3099,55.97.158.54,bd803d99-0c2c-4b09-b213-c0e1797b50ef,Wiggins-Humphrey,172,USA,38,10,5
3100,42.32.141.166,684fc195-3b40-4d7e-a600-cd38d2db3849,Parker-Martinez,66,Switzerland,15,10,7
3101,101.32.82.119,e7ae6022-387e-4944-984c-5a5816234bbb,"Jackson, Bender and Anderson",191,Mexico,1,10,13
3102,139.208.137.10,b2bbc39d-c802-4295-b183-ed57941368e4,Daugherty-Nichols,169,USA,20,10,6
3103,17.178.40.117,d9f22767-d4f3-46b0-8fcd-3480682cbffe,Koch-Oneill,46,Australia,35,10,11
3104,80.154.134.38,b1a78690-cc20-4cf2-8880-5d868e5eb1d7,Watts and Sons,60,New Zealand,24,10,14
3105,40.78.2.217,90b0effd-3f78-48b9-8bfb-74afd3740831,Terrell-Valdez,40,USA,49,10,11
3106,29.149.111.206,fc9254a8-79e5-4afb-b2e1-1ff82c5039c4,"Caldwell, Anderson and Sims",37,Ireland,50,10,13
3107,187.26.169.250,05b7d2fc-6de5-4626-b4cd-261226df4369,Roberts-Kennedy,196,USA,26,10,14
3108,213.204.203.237,16b28a7a-40e1-4a3d-a8c6-b357dbcb7cb3,Anthony Group,186,Hong Kong,27,10,8
3109,134.138.196.7,93a075b7-a91b-41b5-8ebf-1cf3d4058a27,Jimenez-Wells,70,Germany,19,10,13
3110,150.214.70.25,6c32b53c-4eb1-4c22-8031-3e29ce1df66a,"Hernandez, Garrison and Walker",128,Chile,21,10,10
3111,122.3.150.82,6785b7f5-8fe3-4ce8-8c5a-3d8a2bf5d98e,"Mcdaniel, Whitehead and Collins",49,Canada,50,10,8
3112,197.206.104.94,3402a52d-25b0-42b0-9e91-1d2fc25b7475,Finley and Sons,73,USA,30,10,11
3113,21.160.120.91,7bed0c76-32ba-4e3c-b4ed-e39e34d514de,Brown-Walsh,122,Chile,29,10,13
3114,158.81.181.167,ec58697b-c4e3-44ad-afd5-88af15b4b8a2,"Davidson, Gallagher and Carpenter",189,Norway,45,10,10
3115,69.93.148.52,496dd2dc-e4ff-4bec-8bfe-70f78ece2979,"Petersen, Hawkins and Irwin",5,USA,26,10,14
3116,43.2.35.177,b8231a1c-1e0e-49a0-9bd3-4ab5cbcfc451,"Kelly, Sims and Fox",16,Iceland,1,10,4
3117,197.156.103.144,facb23fb-6b9f-4bb9-bad1-6bb8cb38cb03,Hernandez Inc,110,India,13,10,10
3118,50.165.174.184,7288ed9a-e159-4136-825a-f24357c95bb7,"Ruiz, Pearson and Leon",46,Australia,36,10,11
3119,11.165.85.117,d3d255ee-f9f1-494a-b831-9a97bca934dc,Lewis-Phillips,14,Norway,3,10,8
3120,159.36.130.52,d4c4bd01-c110-44b1-836c-b9eeb4e9115b,Hess and Sons,17,USA,38,10,13
3121,2.36.137.88,df2a58dc-6cf6-41b5-b8be-f4c510b68233,Knapp-Thomas,89,UAE,25,10,8
3122,94.140.199.75,1b48c7d8-7a84-4835-9f4c-7b477189a009,"Santiago, Lawson and Mendez",13,USA,45,10,10
3123,158.186.193.215,f4c03820-b7e2-4961-a570-3d4b4940c720,Shepherd Ltd,137,USA,17,10,11
3124,153.90.208.235,5d6a4074-8c18-4b6e-a7fb-043e85fdde0c,Mendoza-Mejia,103,Singapore,36,10,4
3125,51.107.69.64,ddfe06db-d843-4acd-b80a-77c6d49ab0a2,"Edwards, Evans and Hall",169,USA,37,10,13
3126,82.124.157.95,ff07c657-390f-49f8-b50b-c0a0e8bc9790,"Arnold, Harvey and Williams",167,Saudi Arabia,34,10,11
3127,99.74.146.141,fce187e9-db01-4f38-90e5-c78feeb0fa9b,Cunningham Ltd,136,United Kingdom,4,10,8
3128,21.234.209.56,9378d793-3784-40c9-83b3-2bcdf9f57131,"White, Payne and Simpson",31,Saudi Arabia,43,10,7
3129,48.155.124.171,82b53759-74e9-4e8c-b051-f023275b0461,Santiago-Miller,169,USA,12,10,6
3130,84.24.25.104,2f88c96f-69c6-46cc-8d01-7bf7b5cc3b98,Chan-Howell,153,South Africa,10,10,12
3131,70.21.247.140,ccdad973-1cad-4870-96c7-4381c771c1c4,Davis-Wheeler,196,USA,15,10,10
3132,17.144.3.8,46fa0e4a-9df0-480c-b46b-59bf69f6b522,"Lawrence, Wheeler and Bryant",199,Japan,8,10,11
3133,210.204.207.217,6a571148-40ed-409f-8806-0e1c32270c1d,Price Group,184,Germany,26,10,8
3134,65.184.147.238,ea6e051b-b765-440b-9347-61f4a9db91e1,Hobbs-Decker,192,USA,1,10,10
3135,37.235.96.29,38d55ea9-acaf-4f65-b290-b47474dc3ef9,Wright Inc,161,Germany,29,10,8
3136,16.29.139.186,cae6ab68-8ab4-484b-8a74-bd943beaffba,"Pope, Wells and Wood",170,France,3,10,8
3137,29.73.29.165,787664d1-580d-4338-8586-762e24c84488,Bullock PLC,102,Iceland,24,10,10
3138,66.58.145.121,b0af594c-0430-4b6e-82e4-d471ceec825e,Brown Ltd,100,Malaysia,47,10,8
3139,99.167.117.166,509aa5cc-509b-46f6-853e-cc69307b55d5,Gonzalez LLC,98,Spain,4,10,11
3140,172.157.244.145,108672b5-c500-42ec-a8b5-5ec7c9f2e606,Kennedy-Maxwell,79,India,17,10,15
3141,103.219.198.124,202c6bb4-a6ef-44db-9589-59709aec2ade,Gibson-Jones,198,USA,20,10,12
3142,205.228.163.71,65ef3017-424f-4902-ac0c-fae39b4309b3,"Klein, Foster and Greer",184,Germany,37,10,11
3143,135.57.249.187,4c8835f8-8944-476b-a1e3-bc345be73467,"Guzman, Young and Livingston",121,Malaysia,16,10,7
3144,6.236.28.187,ff930edd-9809-4a4b-9b5e-f6164d1b2e14,"Scott, Hoover and Curtis",169,USA,4,10,5
3145,146.88.160.89,2350d301-de04-4757-9ad7-6c8ffbad3d40,Graham PLC,14,Norway,48,10,9
3146,62.102.243.93,46191995-a635-4f45-aea2-1017601dcd37,Phillips-Tucker,150,UAE,1,10,5
3147,204.44.64.51,c5307eb2-4484-44d2-bb58-1d19f6d49492,Nelson-Harrison,12,Spain,36,10,7
3148,27.141.242.169,bc512ebc-664c-4963-8bad-d9eae257c12f,"Chung, Foley and Hernandez",8,New Zealand,50,10,7
3149,164.90.132.212,783ae2a4-235a-4579-b4fa-9cbbbce4d3f4,Robinson LLC,66,Switzerland,32,10,12
